book_id,book_name,author,rating,review_count,price,description,listening_time_raw,listening_minutes,genres,primary_genre,genre_count,weighted_rating,search_text,source,title_key,author_key
4648,"Inside the House of Money, Revised and Updated: Top Hedge Fund Traders on Profiting in the Global Markets",Steven Drobny,4.1,30.0,836.0,"This revised and updated edition of Inside the House of Money lifts the veil on the typically opaque world of hedge funds, offering a rare glimpse at how today's highest-paid money managers approach their craft. Now with new commentary, author Steve Drobny takes you even further into the hedge fund industry. He demystifies how these star traders make billions for their well-heeled investors, revealing their theories, strategies, and approaches to markets.",-1,,,,0,4.439628972851773,"Inside the House of Money, Revised and Updated: Top Hedge Fund Traders on Profiting in the Global Markets Steven Drobny This revised and updated edition of Inside the House of Money lifts the veil on the typically opaque world of hedge funds, offering a rare glimpse at how today's highest-paid money managers approach their craft. Now with new commentary, author Steve Drobny takes you even further into the hedge fund industry. He demystifies how these star traders make billions for their well-heeled investors, revealing their theories, strategies, and approaches to markets.",advanced only,inside the house of money revised and updated top hedge fund traders on profiting in the global markets,steven drobny
4649,From Death to Birth: Understanding Karma and Reincarnation,Pandit Rajmani Tigunait Ph.D.,4.0,30.0,374.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.434766736222924,"From Death to Birth: Understanding Karma and Reincarnation Pandit Rajmani Tigunait Ph.D. Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",advanced only,from death to birth understanding karma and reincarnation,pandit rajmani tigunait ph d
4650,Managing Humans: Biting and Humorous Tales of a Software Engineering Manager,Michael Lopp,3.8,30.0,836.0,,,,,,0,4.425042262965225,Managing Humans: Biting and Humorous Tales of a Software Engineering Manager Michael Lopp,catalog only,managing humans biting and humorous tales of a software engineering manager,michael lopp
4651,Parineeta,Saratchandra Chattopadhyay,3.8,30.0,233.0,,,,,,0,4.425042262965225,Parineeta Saratchandra Chattopadhyay,catalog only,parineeta,saratchandra chattopadhyay
4652,What Dark Clouds Hide,Anne Holt,3.7,30.0,759.0,,,,,,0,4.420180026336376,What Dark Clouds Hide Anne Holt,catalog only,what dark clouds hide,anne holt
4653,"How to Analyze People: The Complete Psychologist’s Guide to Speed Reading People - Analyze and Influence Anyone Through Human Behavior Psychology, Analysis of Body Language and Personality Types",Brandon Cooper,3.2,30.0,233.0,"Speed-read, analyze, and influence anyone instantly!",1 hour and 43 minutes,103.0,Communication & Social Skills | Psychology (Audible Audiobooks & Originals) | Personal Development & Self-Help,Communication & Social Skills,3,4.39586884319213,"How to Analyze People: The Complete Psychologist’s Guide to Speed Reading People - Analyze and Influence Anyone Through Human Behavior Psychology, Analysis of Body Language and Personality Types Brandon Cooper Communication & Social Skills Psychology (Audible Audiobooks & Originals) Personal Development & Self-Help Speed-read, analyze, and influence anyone instantly!",both datasets,how to analyze people the complete psychologist s guide to speed reading people analyze and influence anyone through human behavior psychology analysis of body language and personality types,brandon cooper
4654,Data Driven: Harnessing Data and AI to Reinvent Customer Engagement,Tom Chavez,4.8,29.0,668.0,,,,,,0,4.473134864041468,Data Driven: Harnessing Data and AI to Reinvent Customer Engagement Tom Chavez,catalog only,data driven harnessing data and ai to reinvent customer engagement,tom chavez
4655,The Jungle Book: The Mowgli Stories,Rudyard Kipling,4.7,29.0,349.0,,,,,,0,4.468427071833675,The Jungle Book: The Mowgli Stories Rudyard Kipling,catalog only,the jungle book the mowgli stories,rudyard kipling
4656,"The Science Fiction Hall of Fame, Vol. 2-B",Ben Bova,4.7,29.0,1054.0,Eleven essential classics in one volume,-1,,,,0,4.468427071833675,"The Science Fiction Hall of Fame, Vol. 2-B Ben Bova Eleven essential classics in one volume",both datasets,the science fiction hall of fame vol 2 b,ben bova
4657,Die with Zero: Getting All You Can from Your Money and Your Life,Bill Perkins,4.6,29.0,633.0,"Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",-1,,,,0,4.463719279625883,"Die with Zero: Getting All You Can from Your Money and Your Life Bill Perkins Oops! It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time. Go to the Amazon.in home page to continue shopping",advanced only,die with zero getting all you can from your money and your life,bill perkins
4658,The Art of Logic: How to Make Sense in a World That Doesn't,Eugenia Cheng,4.6,29.0,569.0,,,,,,0,4.463719279625883,The Art of Logic: How to Make Sense in a World That Doesn't Eugenia Cheng,catalog only,the art of logic how to make sense in a world that doesn t,eugenia cheng
4659,Brand Seduction: How Neuroscience Can Help Marketers Build Memorable Brands,Daryl Weber,4.5,29.0,670.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,,,,0,4.45901148741809,"Brand Seduction: How Neuroscience Can Help Marketers Build Memorable Brands Daryl Weber Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",advanced only,brand seduction how neuroscience can help marketers build memorable brands,daryl weber
4660,Networking Like a Pro: Turning Contacts into Connections,Ivan Misner PhD,4.5,29.0,586.0,"It's easy to feel like networking is a waste of time, energy, or money - but that just means you're doing it wrong. In this new edition of Networking Like a Pro, networking experts Dr. Ivan Misner and Brian Hilliard reveal key networking techniques to help you grow your business.",6 hours and 21 minutes,381.0,Small Businesses | Time Management & Productivity | Business Sales,Small Businesses,3,4.45901148741809,"Networking Like a Pro: Turning Contacts into Connections Ivan Misner PhD Small Businesses Time Management & Productivity Business Sales It's easy to feel like networking is a waste of time, energy, or money - but that just means you're doing it wrong. In this new edition of Networking Like a Pro, networking experts Dr. Ivan Misner and Brian Hilliard reveal key networking techniques to help you grow your business.",advanced only,networking like a pro turning contacts into connections,ivan misner phd
4661,The 21 Day Happiness Challenge - Learn How to Love Your Life and Become a Happier Person in Just 21 Days,21-Day Challenges,4.5,29.0,233.0,"The 21-Day Happiness Challenge, the fifth book in the 21-Day Challenge series!",1 hour and 13 minutes,73.0,Self-Esteem | Psychology (Audible Audiobooks & Originals) | Personal Development & Self-Help,Self-Esteem,3,4.45901148741809,"The 21 Day Happiness Challenge - Learn How to Love Your Life and Become a Happier Person in Just 21 Days 21-Day Challenges Self-Esteem Psychology (Audible Audiobooks & Originals) Personal Development & Self-Help The 21-Day Happiness Challenge, the fifth book in the 21-Day Challenge series!",both datasets,the 21 day happiness challenge learn how to love your life and become a happier person in just 21 days,21 day challenges
4662,From Impossible to Inevitable: How SaaS and Other Hyper-Growth Companies Create Predictable Revenue: 2nd Edition,Aaron Ross,4.4,29.0,586.0,"Why are you struggling to grow your business when everyone else seems to be crushing their goals? If you needed to triple revenue within the next three years, would you know exactly how to do it? Doubling the size of your business, tripling it, even growing 10 times larger isn't about magic. It's not about privileges, luck, or working harder. There's a template that the world's fastest-growing companies follow to achieve and sustain much, much faster growth.",11 hours and 12 minutes,672.0,Business Development (Audible Audiobooks & Originals) | Business Sales | Marketing (Audible Audiobooks & Originals),Business Development (Audible Audiobooks & Originals),3,4.454303695210299,"From Impossible to Inevitable: How SaaS and Other Hyper-Growth Companies Create Predictable Revenue: 2nd Edition Aaron Ross Business Development (Audible Audiobooks & Originals) Business Sales Marketing (Audible Audiobooks & Originals) Why are you struggling to grow your business when everyone else seems to be crushing their goals? If you needed to triple revenue within the next three years, would you know exactly how to do it? Doubling the size of your business, tripling it, even growing 10 times larger isn't about magic. It's not about privileges, luck, or working harder. There's a template that the world's fastest-growing companies follow to achieve and sustain much, much faster growth.",both datasets,from impossible to inevitable how saas and other hyper growth companies create predictable revenue 2nd edition,aaron ross
4663,HR Here and Now: The Making of the Quintessential People Champion,Ganesh Chella,4.4,29.0,836.0,,,,,,0,4.454303695210299,HR Here and Now: The Making of the Quintessential People Champion Ganesh Chella,catalog only,hr here and now the making of the quintessential people champion,ganesh chella
